nombre,tipo_unidad,domicilio,asentamiento,ciudad,cp,estado,municipio,no_tel,responsable_puesto,pagina_web,correo_electronico,mineral,realiza,longitud_x,latitud_y,fecha_actualizacion
Gómez Palacio,Planta,"Blvd. Unión Santa Rita s/n, esq. Con Carlos Herrera",Cuba,Gómez Palacio,35073,Durango,Gómez Palacio,818 888 8888,s/i,www.cemex.com,s/i,"Arcilla, arena, caliza, grava, yeso","Comercialización, distribución de material de construcción, fabricación",-103.450194,25.611278,jan-25
Héctor Romeo Castro Sánchez,Planta,Primeras de las Canteras s/n,Hacienda Vieja (Zompantle),Reyes Etla,68238,Oaxaca,Reyes Etla,951 195 0046,"Castro Sánchez Héctor Romeo, Administrador",s/i,cassa_romeo@hotmail.com,Arena y grava,Trituración de materiales,-96.812153,17.234433,jan-25
Indé,Planta,Domicilio conocido,Mineral de Cieneguillas,Indé,35510,Durango,Indé,444 844 0758,"Mendoza Díaz Víctor, Gerente general",www.mineraindedurango.com.mx,vmendoza@minerainde.com.mx,"Plata, plomo, zinc","Comercialización, concentración, flotación, molienda, secado, trituración de materiales",-105.245861,25.874325,jan-25
Izamal,Planta,Ctra. Izamal-Sitilpech km 3.5,Sitilpech,Izamal,97545,Yucatán,Izamal,984 873 3726,s/i,www.cocopesadelcaribe.com.mx,cocopesaizamal@hotmail.com,Arena y grava,"Distribución de material de construcción, fabricación",-88.972874,20.938728,mar-25
La Caridad,Planta,Ctra. Nacozari-Villa Hidalgo km 19,Nacozari de García Centro,Nacozari de García,84340,Sonora,Nacozari de García,662 109 2100,"Martínez Martínez José Antonio, Director de operación",www.gmexico.com,josemartinez@gmexico.com.mx,Cobre,Explotación,-109.630667,30.327028,jan-25
La Colorada,Planta,La Colorada,La Colorada,La Colorada,85540,Sonora,La Colorada,662 264 8191,"Flores Alberto, Jefe de trituración",www.argonautgold.com,alberto.flores@argonautgold.com,"Oro, plata",Trituración de materiales,-110.433991,30.302758,jan-25
La Herradura,Planta,"Ejido Juan Álvarez, Puerto Peñasco km 47",Juan Álvarez,Caborca,83710,Sonora,Caborca,637 372 1935,"De la Rosa Montejano Hazael, Superintendente de planta",www.fresnilloplc.com,martin-gerardo_rochin@fresnilloplc.com,"Oro, plata",Extracción,-112.864,31.144,jan-25
La India,Planta,"Rancho La Amargosa, camino a La Chipriona km 6.5",Sahuaripa Centro,Sahuaripa,85600,Sonora,Sahuaripa,662 236 2220,"Gómez Francisco, Gerente de planta",www.agnicoeagle.com,francisco.gomez@agnicoeagle.com,Oro,"Lixiviación, trituración de materiales",-110.987361,29.093364,jan-25
La Parrilla,Planta,Domicilio conocido,San José de la Parrilla (La Parrilla),Nombre de Dios,34863,Durango,Nombre de Dios,416 504 2024,"Mckenzie Greg, Director, presidente y CEO",www.silverstorm.ca,info@silverstorm.ca,"Oro, plata, plomo, zinc","Comercialización, concentración, cribado, flotación, hidrometalurgia, lixiviación, molienda, procesamiento de minerales, pulverización, trituración de materiales",-104.108786,23.738408,jan-25
La Puerta,Planta,Domicilio conocido La Puerta,La Puerta,Pueblo Nuevo,34960,Durango,Pueblo Nuevo,442 210 1702,"Hurtado Flores Victorino, Director general",s/i,minerales.inguaran@yahoo.com,"Oro, plata, plomo, zinc","Comercialización, concentración, flotación, molienda, secado, trituración de materiales",-105.392862,23.391875,jan-25
La Salitrera,Planta,Domicilio conocido,La Salitrera,Zaragoza,79550,San Luis Potosí,Zaragoza,444 826 7700,"Molina Maldonado Sergio Arturo, Jefe de exploración estratégica",s/i,sergio.molina@kouragolbal.com,Fluorita,Flotación,-100.583275,21.942851,jan-25
Lagunas,Planta,Av. Cooperativismo s/n,Cruz Azul,El Barrio de la Soledad,70380,Oaxaca,El Barrio de la Soledad,555 424 9000,"Morán Lagunes Mario Francisco, Gerente general",www.cruzazul.com.mx,s/i,Cemento,"Calcinación, molienda, trituración de materiales",-95.068006,16.804819,jan-25
Las Coloradas,Planta,Domicilio conocido s/n,Las Coloradas,Río Lagartos,97723,Yucatán,Río Lagartos,999 942 3500,"Salazar Monroy Gustavo Alberto, Gerente de planta",www.gruporoche.com.mx/empresas/detalle/isysa,gsalazar@isysa.com.mx,Cloruro de sodio,Extracción,-88.00494,21.605484,jan-25
Lluvia de Oro,Planta,Magdalena de Kino,El Sasabe,Magdalena,84167,Sonora,Magdalena de Kino,632 690 9980,"Avilés Soto Tadeo, Director de operaciones",www.autlan.com.mx,tadeo.avilez@autlan.com.mx,"Oro, plata",Lixiviación,-111.026,30.696,jan-25
Los Olibaz,Planta,Domicilio conocido s/n,Guanaceví,Guanaceví,35400,Durango,Guanaceví,674 884 5106,"Barraza Barraza Saúl, Director general",s/i,chammacco@hotmail.com,"Oro, plata, plomo, zinc","Concentración, cribado, flotación, molienda, secado",-105.971174,25.939365,jan-25
MOLYMEX,Planta,"Blvd. Luis Donaldo Colosio n.° 450, torre 1, nivel 5, local 1",Metrocentro,Hermosillo,83250,Sonora,Hermosillo,551 103 5000,"Ortega Terán Alfredo, Director general / Sánchez Cañez Roberto Alfonso, Director de recursos humanos",www.grupomexico.com,alfredo.ortega@molymex.com.mx / roberto.sanchez@molymex.com.mx,Molibdeno,Transformación (mecánica o química),-110.982,29.085,jan-25
Mapei planta,Planta,Camino a San Antonio n.° 28,El Calvario,Zimapán,42337,Hidalgo,Zimapán,759 728 3004,"Miranda García Gilberto, Gerente de planta",www.mapei.com,gilerto.miranda@mapei.com,Caliza recristalizada,Transformación (mecánica o química),-99.394292,20.731448,jan-25
Marco Antonio Bernal Portillo,Planta,Cajón,San José de Moradillas (El Cochi),La Colorada,85549,Sonora,La Colorada,662 212 1527,"Félix B. Marco A., Operaciones",s/i,marcobernal50@hotmail.com,Grafito amorfo,Extracción,-110.52617,28.62383,jan-25
"Materiales de Yucatán, S.A. de C.V.",Planta,Ctra. Mérida-Tixkokob km 10.5,Oncán,Mérida,97310,Yucatán,Mérida,999 649 4209,"Góngora Peniche Carlos de Jesús, Dueño",www.materialesdeyucatan.com.mx,agentedeventas@mayucsa.com.mx,Agregados pétreos,"Fabricación, trituración de materiales",-89.478477,20.974186,jan-25
Mexicana de Cobre,Planta,Ctra. Nacozari-Villa Hidalgo km 19,Nacozari de García Centro,Nacozari de García,84340,Sonora,Nacozari de García,662 109 2100,"Mariscal Leopoldo, Director general",www.gmexico.com,leopoldo.mariscal@mm.gmexico.com,"Cobre, molibdeno","Flotación, molienda",-109.639306,30.4855,jan-25
Milpillas,Planta,Conocido s/n,Santa Cruz,Santa Cruz,84140,Sonora,Santa Cruz,632 108 1800,"Domínguez Alan, Líder de planta",www.penoles.com.mx,pedro_gutierrez@penoles.com.mx,Cobre,Lixiviación,-110.428,31.114,jan-25
Miner Quin,Planta,Camino a la Estanzuela n.° 17,El Calvario,Zimapán,42337,Hidalgo,Zimapán,772 120 5555,"Quintero Ocampo Alejandro, Gerente general",www.minerquin.com,contacto@minerquin.com,Fosforita,"Cribado, molienda",-99.392604,20.732729,jan-25
"Minera Roca Rodando, S. de R.L. de C.V.",Planta,Ctra. Mina Pilares,Mina de Pilares,Hermosillo,83357,Sonora,Hermosillo,662 289 1000;,"Montijo Véjar Gerardo, Gerente de operaciones México",www.imerys.com ; www.imerys.com,gerardo.montijo@imerys.com,Wollastonita,Extracción,-111.446056,29.359204,jan-25
Minerales Pirámide,Planta,Ctra. Sto. Domingo-Villa de Zaragoza,Ninguno [Trituradora de Mármol],Zaragoza,79546,San Luis Potosí,Zaragoza,s/i,"Tristán Pérez José Artemio, Director",s/i,minerales.piramide@live.com.mx,Caliza,Molienda,-100.741685,22.087139,jan-25
Minerales de Antequera,Planta,Primera Privada s/n,San Antonino Castillo Velasco,San Antonino Castillo Velasco,71520,Oaxaca,San Antonino Castillo Velasco,951 182 0037,"Alvarado Grijalva María Teresa, Responsable de producción",mineralesdeantequera.com/index.html,mineraleslyt@hotmail.com,Vermiculita,Beneficio (refinamiento),-96.668729,16.816713,jan-25
Mulatos,Planta,Domicilio conocido Mulatos,Mulatos,Sahuaripa,85619,Sonora,Sahuaripa,662 217 3707,"Martínez Marcelo, Gerente general",www.alamosgold.com,marcelo.martinez@minasdeoro.com,Oro,"Lixiviación, trituración de materiales",-110.905271,29.021476,jan-25
Navidad,Planta,Domicilio conocido,Mina de Navidad,Indé,35547,Durango,Indé,866 633 2270,"Ceceñas Torrero Juan Manuel, Gerente jurídico",www.secopsa.mx,jmcecenast@gmail.com,Fluorita,"Comercialización, concentración, cribado, flotación, hidrometalurgia, lavado, molienda, secado, separación gravimétrica, trituración de materiales",-104.791889,25.431256,jan-25
"Operadora de Minas de Nacozari, S.A. de C.V. Unidad",Planta,Ctra. Agua Prieta-Nacozari km 18,Villas de Toscana,Agua Prieta,84213,Sonora,Agua Prieta,662 109 2100,"García Trujillo Oswaldo Alberto, Gerente de planta",www.gmexico.com,alberto.garcia@mm.gmexico.com,Carbonato de calcio,Trituración de materiales,-109.646,31.244,jan-25
PERFOBAR,Planta,Magallanes km 1,Las Flores 2a Secc,Paraíso,86600,Tabasco,Paraíso,s/i,s/i,perfobar.com,s/i,Barita,Procesamiento de minerales,-93.222657,18.429331,mar-25
Planta Bertrán,Planta,Estación Calera,Bóvedas,Atotonilco de Tula,42982,Hidalgo,Atotonilco de Tula,778 735 0078,"Hernández Chable Bruno de Jesús, Encargado de planta",www.caleasbertran.com.mx,brunohernandez@bertrand.com,Cal hidratada,Calcinación,-99.220439,20.012199,jan-25
Planta Cribazin,Planta,Ctra. México-Laredo n.° 1900,Llano Blanco,Zimapán,42344,Hidalgo,Zimapán,759 728 2574,"Hernández Martín, Encargado de planta",s/i,cribazain@prodigy.com,Caliza,"Molienda, trituración de materiales",-99.35241,20.709241,jan-25
Planta El Tigre,Planta,"Calimax, Barrio de Bóvedas",sin dato,sin dato,42951,Hidalgo,Atotonilco de Tula,778 735 0861,"Hernández Chávez Jesús, Representante legal",www.caleltigre.com,produccion@caleltigre.com,Cal hidratada,Calcinación,-99.217634,20.016871,jan-25
Planta Hermosillo,Planta,Ctra. Hermosillo-Sahuaripa km 22,Las Norias,Hermosillo,83306,Sonora,Hermosillo,662 143 0357,"Hernández Vera Héctor Guillermo, Coordinador de zona",www.holcim.com.mx,hector.hernandez@holcimapasco.com.mx,Cemento,"Calcinación, molienda, pulverización",-110.713583,29.047722,jan-25
Planta INCASA,Planta,"Ctra. 57, tramo San Luis-Villa Hidalgo",Estación Ventura,Soledad de Graciano Sánchez,78439,San Luis Potosí,Villa Hidalgo,444 833 3863,"Lumbreras Cepeda Oswaldo Javier, Supervisor de producción",www.incasa.com.mx,jlumbreras@incasa.com.mx,Arena y grava,"Comercialización, cribado, trituración de materiales",-100.775706,22.392636,jan-25
Planta Juárez,Planta,"Fracc. Ciudad Moderna, km 5 al poniente del Aeropuerto",Ciudad Moderna,Juárez,32670,Chihuahua,Juárez,614 442 7500,"Rascón Casas Antonio, Director",www.gcc.com,arasconc@gcc.com,Cemento,Fabricación,-106.478886,31.65736,apr-25
Planta La Barranca (Prisciliano Crespo Nava),Planta,Negrete n.° 1710,La Barranca,Zaragoza,79543,San Luis Potosí,Zaragoza,444 139 8190,"Crespo Alonso Paloma Rosalía, Gerente",s/i,paloma_21@hotmail.com,Carbonato de calcio,Molienda,-100.741868,22.034886,jan-25
Planta La Concha,Planta,Ctra. 57 km 27,sin dato,sin dato,78001,San Luis Potosí,Armadillo de los Infante,444 386 4014,"Olvera Sandoval Carmelo, Encargado de planta",s/i,carmelo.sandoval@trituracioneslaconcha.com,Caliza,Trituración de materiales,-100.791311,22.327839,jan-25
Planta María,Planta,Ctra. Agua Prieta-Imuris km 99,Heroica Ciudad de Cananea Centro,Cananea,84620,Sonora,Cananea,645 332 5096; 552 122 2600,"Moreno Martín, Gerente",www.minerafrisco.com.mx ; www.minerafrisco.com.mx,mmoreno@minerafrisco.com.mx,"Cobre catódico, cobre en concentrados, molibdeno, oro y plata (barra doree), plata, plomo en concentrados","Concentración, cribado, flotación, molienda",-110.381057,31.028285,jan-25
Planta Metalzin,Planta,Valentín Gómez Farias n.° 9,El Calvario,Zimapán,42337,Hidalgo,Zimapán,759 728 3471,"Ramírez Martínez Roberto, Gerente",s/i,purizima_contabilidad@hotmail.com,"Cobre, zinc",Flotación,-99.387198,20.73219,jan-25
Planta Mina Mercedes,Planta,Ctra. Sinoquipe-Magdalena km 67.5+10,Chupisonora,Cucurpe,84673,Sonora,Magdalena de Kino,631 116 4040; 662 215 8100,"Calles Pedro, Gerente de minas",www.bearcreekmining.com ; www.bearcreekmining.com,benjamin.rivera@bearcreekmining.mx,"Oro, plata","Beneficio (refinamiento), lixiviación, procesamiento de minerales",-110.482195,30.329395,jan-25
Planta Pegazu,Planta,La Estanzuela s/n,sin dato,sin dato,42335,Hidalgo,Zimapán,772 736 1319,"Díaz González Antonio, Encargado de planta",s/i,jsr.purizima@gmail.com,"Caliza, dolomita",Procesamiento de minerales,-99.445188,20.701155,jan-25
Planta Peletizadora Alzada,Planta,Av. Madero s/n,Alzada,Cuauhtémoc,28597,Colima,Cuauhtémoc,813 067 0222,"Ferrari Diego Adrián, Director de minería",mx.ternium.com/es,ventas.mexico@ternium.com.mx,Fierro,"Beneficio (refinamiento), comercialización",-103.530718,19.254551,jan-25
Planta Pirámide,Planta,Ctra. Sto. Domingo-Villa de Zaragoza,sin dato,sin dato,78001,San Luis Potosí,Zaragoza,s/i,"Tristán Pérez José Artemio, Director",s/i,minerales.piramide@live.com.mx,Carbonato de calcio,Molienda,-100.746582,22.095844,jan-25
Planta Progreso,Planta,Ctra. Progreso-Ixmiquilpan,La Mora,Progreso de Obregón,42743,Hidalgo,Progreso de Obregón,738 725 1442,"Alfaro Hernández David, Encargado de planta",s/i,cdelgadillo@caldelvalle.com,Caliza,Calcinación,-99.199568,20.327059,jan-25
Planta Quiriego Gold,Planta,Domicilio conocido en Quiriego,Quiriego,Quiriego,85720,Sonora,Quiriego,662 210 4670,"Díaz Ávalos Jorge Alberto, Gerente general",s/i,jorge@quiriegogd.com,Oro,"Beneficio (refinamiento), lixiviación",-109.082375,27.490264,jan-25
Planta RCH,Planta,Ctra. Tlalpan km 10.2,Llano Blanco,Zimapán,42344,Hidalgo,Zimapán,442 467 4819,"Contreras Hernández Ramón, Encargado de planta",www.gruporch.com,rch.transportes@gmail.com,Carbonato de calcio,Molienda,-99.352337,20.710398,jan-25
Planta SISA,Planta,Complejo industrial Pajaritos,Allende Centro,Coatzacoalcos,96380,Veracruz de Ignacio de la Llave,Coatzacoalcos,555 340 1800,"Arzani Capellini Domingo, Director general",s/i,contactolafina@cydsa.com,Sal,Fabricación,-94.393644,18.107587,jan-25
Planta San Juan del Río,Planta,Ctra. San Juan del Río-Tequisquiapan km 7.5,La Cruz,San Juan del Río,76807,Querétaro,San Juan del Río,552 625 0130,"Hernández Karol, Encargada de Seguridad e higiene",www.omya.com,karol.hernandez@omya.com,Carbonato de calcio,Calcinación,-99.961693,20.447492,jan-25
Planta Saucito,Planta,Domicilio conocido,Saucito del Poleo,Fresnillo,99192,Zacatecas,Fresnillo,493 983 9011,"Alvídrez Ortega Octavio, Director ejecutivo",www.fresnilloplc.com.mx,ir@fresnilloplc.com,"Oro en concentrados, plata en concentrados, plomo en concentrados, zinc en concentrados",Flotación,-102.927999,23.123651,jan-25
Planta Sílica Potosí,Planta,Camino a Jesús María km 1,Jesús María,Villa de Reyes,79520,San Luis Potosí,Villa de Reyes,444 831 4267,"Medina Alfredo, Director",www.silicaspotosi.com,silicapotosi@hotmail.com,Arena sílica,Cribado,-100.887408,21.910206,oct-25
Planta Sílices de México,Planta,Ctra. Federal Veracruz-Minatitlán n.° 738,sin dato,sin dato,95253,Veracruz de Ignacio de la Llave,Alvarado,229 450 1291,"Jiménez Gómez Agustín Rogelio, Gerente de planta",s/i,silicesdemexico@gmail.com,Arena sílica,"Comercialización, lavado",-95.71604,18.74719,oct-25
Planta USG,Planta,Nuevo Laredo n.° 100,Los Gómez,Soledad de Graciano Sánchez,78438,San Luis Potosí,Soledad de Graciano Sánchez,555 261 6300,"Saldívar J. Guadalupe, Encargado de planta y mina",www.usg.com,j.saldivar@usg.com.mx,Yeso,Calcinación,-100.881966,22.157124,jan-25
Planta Vito (Cementos Lafarge),Planta,Cementos Lafarge,El Refugio,Atotonilco de Tula,42986,Hidalgo,Atotonilco de Tula,551 105 6811,"Porras Flor, Encargada de producción",www.cementosfortaleza.com,florporras@lafarge.com.mx,Caliza,Calcinación,-99.195762,19.991373,jan-25
Planta Yaqui,Planta,Ctra. A La Colorada km 17.5,La Colorada,La Colorada,85540,Sonora,Hermosillo,662 259 0100,"Ortega Zárate Gerónimo de Jesús, Gerente de producción",www.cemexmexico.com,monica.rojas@cemex.com,Cemento,"Calcinación, molienda, pulverización",-110.827,28.933,jan-25
Planta de Piritas,Planta,Ctra. Panamericana 63,Lomas de Plateros,Fresnillo,99011,Zacatecas,Fresnillo,493 983 9011,"Torres Sadam, Jefe de área planta de beneficio",www.fresnilloplc.com.mx,ir@fresnilloplc.com,"Oro en concentrados, plata en concentrados, plomo en concentrados, zinc en concentrados",Flotación,-102.858686,23.153368,jan-25
Planta de beneficio Tayoltita,Planta,Domicilio conocido s/n,Tayoltita Centro,San Dimas,34690,Durango,San Dimas,604 688 3033,"Salazar Juan Martín, Superintendente",www.firstmajestic.com,info@firstmajestic.com,"Oro, plata","Beneficio (refinamiento), concentración, flotación, lixiviación, molienda, procesamiento de minerales",-105.927379,24.109369,jan-25
"Proyecto Piedra, S.A. de C.V.",Planta,Ctra. Internacional Oaxaca-México km 19,Magdalena Apasco,Magdalena Apasco,68226,Oaxaca,Magdalena Apasco,951 547 9666,"Martínez Cervantes Ana María, Dueño",s/i,proyecto_piedra@yahoo.com.mx,Cantera,"Comercialización, corte, fabricación",-96.814199,17.233548,jan-25
"Química Atsa, S.A. de C.V. (Oficina 1)",Planta,Predio rústico de la Hacienda Vieja s/n,Benito Juárez,Mixquiahuala de Juárez,42719,Hidalgo,Mixquiahuala de Juárez,559 454 0100,"Gómez Javier, Responsable",atsaminerales.com/,javier.gomez@atsaminerales.com,"Caolín, carbonato de calcio","Extracción, transformación de minerales",-99.135827,20.304348,oct-25
"Química Atsa, S.A. de C.V. (Oficina 2)",Planta,Ctra. San Juan del Río-Xilitla km 44+500,Ezequiel Montes Centro,Ezequiel Montes,76650,Querétaro,Ezequiel Montes,559 454 0100,"Jardinez Sarym, Responsable",atsaminerales.com/,sarym.jardinez@atsaminerales.com,"Caolín, carbonato de calcio","Extracción, transformación de minerales",-99.8962,20.6713,oct-25
Química Degantzha,Planta,Ctra. San José Boxa s/n,Dengantzha,Francisco I. Madero,42666,Hidalgo,Francisco I. Madero,555 872 0807,"Rodríguez Germán, Superintendente de mina / Rojas Manuel, Encargado de planta",www.liquidquimica.com,german.rodrigues@imerys.com / manuel.rojas@imerys.com,Caliza,"Calcinación, comercialización, extracción",-99.120712,20.276317,jan-25
"Salina de Lobos, S.A. de C.V.",Planta,Circuito interior 2026,Parque Industrial,Cajeme,85065,Sonora,Cajeme,644 411 0017,"Fernández Ortega José Francisco, Presidente del consejo de administración",www.salesdelvalle.com.mx,fiscalista@salesdelvalle.com.mx,Sal,Extracción,-110.421111,27.281389,jan-25
San Francisco (Oficina 1),Planta,Domicilio conocido,San Francisco,Topia,34544,Durango,Topia,618 170 9187,"Monarrez Madrid Vivaldo, Director general",s/i,vivaldo_monarrez_madrid@hotmail.com,"Cobre, oro, plata, plomo, zinc","Comercialización, concentración, flotación, molienda, secado",-106.490708,25.241912,jan-25
San Francisco (Oficina 2),Planta,Cuauhtémoc Final s/n,Estación Llano,Santa Ana,84617,Sonora,Santa Ana,662 218 1067,"Noriega Grecia, Recursos humanos / Soto José Luis, Superintendente de Mina",www.magnagoldcorp.com,grecia.noriega@minasf.com / luis.soto@minasf.com,Oro,"Lixiviación, trituración de materiales",-111.111,30.364,jan-25
San Miguel del Cantil,Planta,A 85.50 km al oeste de Santiago Papasquiaro,San Miguel del Cantil,Santiago Papasquiaro,34620,Durango,Santiago Papasquiaro,618 130 2471,"Corona Ricardo, Gerente",www.sorpresamining.com,contact@imls.mx,"Oro, plata, plomo, zinc","Flotación, lixiviación, molienda, secado, trituración de materiales",-106.261618,24.942125,jan-25
Santa Elena,Planta,Ctra. Banámichi-Mazocahui km 52+108.78,Banámichi Centro,Banámichi,84880,Sonora,Banámichi,662 267 0180,"López Pineda Óscar Alfredo, Gerente general",www.firstmajestic.com,olopez@firstmajestic.com,"Oro, plata",Lixiviación,-110.164,30.021,jan-25
Santa Francisca,Planta,Domicilio conocido,Asientos Centro,Asientos,20710,Aguascalientes,Asientos,496 967 6000,"Martínez Ochoa Luis Gerardo, Gerente general",www.minerafrisco.com.mx,edelgadom@minerafrisco.com.mx,"Cobre en concentrados, plata en concentrados, plomo en concentrados, zinc en concentrados",Flotación,-102.103151,22.226239,jan-25
Santa Gertrudis,Planta,Cucurpe,Cucurpe,Cucurpe,84660,Sonora,Cucurpe,662 236 2220; 662 236 2220,"Galindo Marco Antonio, Gerente general",www.agnicoeagle.com ; www.agnicoeagle.com,marco.galindo@agnicoeagle.com,Oro,Lixiviación,-110.546,30.616,jan-25
"Siderúrgica Lázaro Cárdenas-Las Truchas, S.A.",Planta,"Av. Francisco J. Mújica n.° 1, centro",Siderúrgica Lázaro Cárdenas Las Truchas,Lázaro Cárdenas,60950,Michoacán de Ocampo,Lázaro Cárdenas,753 533 1000,"Montejo Vega Mariano, Gerente de requerimientos legales",mexico.arcelormittal.com,ventas@lastruchas.com.mx,Fierro,"Concentración, lavado, molienda, trituración de materiales",-102.195932,17.950682,jan-25
"TRICASA, S.A. de C.V.",Planta,Ctra. Federal Felipe Carrillo Puerto-Mérida km 5,Felipe Carrillo Puerto Centro,Felipe Carrillo Puerto,77200,Quintana Roo,Felipe Carrillo Puerto,983 267 1249,s/i,s/i,ventas@tricasa.co,Agregados pétreos,"Fabricación, trituración de materiales",-88.086693,19.593431,mar-25
Tahuehueto,Planta,Ctra. El Catorce-Tahuehueto (Tepehuanes a 175 km al este),Santa Catarina de Tepehuanes,Tepehuanes,35600,Durango,Tepehuanes,618 129 5416,"Alexandri Rionda Armando, Director de operaciones",www.lucamining.com,ir@lucamining.com,"Cobre, oro, plata, plomo, zinc","Clasificación, concentración, cribado, flotación, hidrometalurgia, molienda, secado, trituración de materiales",-106.623027,25.418143,jan-25
Tepezalá,Planta,Ctra. Carboneras-Arroyo Hondo km 4,Arroyo Hondo,Tepezalá,20657,Aguascalientes,Tepezalá,449 910 9100,"Terán Montero Higinio, Gerente general",www.cycna.mx,contacto@cycna.com.mx,"Cemento, cemento blanco, cemento mortero","Calcinación, fabricación",-102.205128,22.185036,jan-25
Topia,Planta,Unidad Minera Topia,Topia,Topia,34540,Durango,Topia,s/i,"Gutiérrez Enrique, Gerente",www.gsilver.com,info@gsilver.com,"Oro, plata, plomo, zinc","Comercialización, concentración, flotación, hidrometalurgia, molienda, procesamiento de minerales",-106.582584,25.214478,jan-25
"Triturados Seyé, S.A. de C.V.",Planta,Ctra. Seyé km 3,Seyé,Seyé,97570,Yucatán,Seyé,999 194 9212,s/i,s/i,triturados-seye@hotmail.com,Agregados pétreos,"Comercialización, distribución de material de construcción, extracción",-89.375261,20.860181,jan-25
Triturados Ávila y Materiales de Construcción,Planta,Ctra. Izamal-Valladolid km 15.4,Uayma,Uayma,97796,Yucatán,Valladolid,985 856 0898,s/i,s/i,nandoavila22@hotmail.com,Agregados pétreos,Trituración de materiales,-88.331183,20.73033,mar-25
Unidad La Ciénega,Planta,Domicilio conocido s/n,La Ciénega,Durango,34198,Durango,Santiago Papasquiaro,618 818 3344,"Cimental Apolinar, Superintendente de planta",s/i,apolinar_cimental@fresnillo.com,"Oro, plata, plomo, zinc","Concentración, flotación, lixiviación, molienda, procesamiento de minerales, secado",-106.342423,25.045402,jan-25
Unidad Planta de Cal,Planta,Ctra. Nacozari-Agua Prieta km 21,Nacozari de García Centro,Nacozari de García,84340,Sonora,Agua Prieta,551 103 5000,"García Trujillo Oswaldo Alberto, Gerente de Planta",www.grupomexico.com,alberto.garcia@mm.gmexico.com,Cal viva,Procesamiento de minerales,-109.64,31.24,jan-25
Unidad Velardeña,Planta,Domicilio conocido,Velardeña Centro,Cuencamé,35810,Durango,Cuencamé,871 729 3300,"Ibarra Alfredo, Gerente de unidad Velardeña",www.penoles.com.mx,alfredo_ibarra@penoles.com.mx,"Cobre, oro, plata, plomo, zinc","Concentración, flotación, molienda, procesamiento de minerales, secado, trituración de materiales",-103.734609,25.061035,jan-25
X-Nohbotún,Planta,Km 1,Militar,Valladolid,97782,Yucatán,Valladolid,985 100 4218,"García Ángel, Gerente",www.trivasa.com.mx,angel.garcia@trivasa.com.mx,Agregados pétreos,"Comercialización, distribución de material de construcción",-88.179012,20.694862,jan-25
X-kanakú,Planta,Ctra. Ticúch-Yalcobá km 3.4,Yaxche,Mérida,97206,Yucatán,Valladolid,985 100 4218,s/i,www.trivasa.com.mx,ventas@trivasa.com.mx,Agregados pétreos,"Extracción, fabricación, trituración de materiales",-88.082064,20.727235,mar-25
